,newsdesc,newstitle,titledesc
408,Pemerintah berupaya jalan tol Trans Jawa memperlancar arus mudik Lebaran 2017.,Kementerian PUPR akan Fungsikan Jalan Tol Brebes Timur-Waleri,Pemerintah berupaya jalan tol Trans Jawa memperlancar arus mudik Lebaran 2017. Kementerian PUPR akan Fungsikan Jalan Tol Brebes Timur-Waleri
409,Pendataan neraca satelit konstruksi tujuannya untuk mengetahui industri apa saja yang menyertai dalam satu proyek infrastruktur.,"Perkuat Data Perumahan, Kementerian PUPR Gandeng BPS","Pendataan neraca satelit konstruksi tujuannya untuk mengetahui industri apa saja yang menyertai dalam satu proyek infrastruktur. Perkuat Data Perumahan, Kementerian PUPR Gandeng BPS"
410,Pembangunan infrastruktur di Provinsi Sumatera Selatan (Sumsel) saat ini tengah masif dilakukan.,Inilah Ragam Pembangunan Infrastruktur PUPR di Sumatera Selatan,Pembangunan infrastruktur di Provinsi Sumatera Selatan (Sumsel) saat ini tengah masif dilakukan. Inilah Ragam Pembangunan Infrastruktur PUPR di Sumatera Selatan
411,Kementerian PUPR menyiapkan pembangunan infrastruktur terutama jalan akses penghubung antar desa.,Kementerian PUPR Jalankan Program Kota Tanpa Kumuh di Jambi,Kementerian PUPR menyiapkan pembangunan infrastruktur terutama jalan akses penghubung antar desa. Kementerian PUPR Jalankan Program Kota Tanpa Kumuh di Jambi
412,Kementerian PUPR membangun 410 hektar jaringan irigasi permukaan.,Kementerian PUPR Bangun Beragam Infrastruktur di Jambi,Kementerian PUPR membangun 410 hektar jaringan irigasi permukaan. Kementerian PUPR Bangun Beragam Infrastruktur di Jambi
413,Menteri Basuki juga mengingatkan agar anggota ULP/Pokja untuk independen.,ULP/POKJA Jadi Ujung Tombak Pembangunan Infrastruktur PUPR,Menteri Basuki juga mengingatkan agar anggota ULP/Pokja untuk independen. ULP/POKJA Jadi Ujung Tombak Pembangunan Infrastruktur PUPR
414,Rencananya pengoperasian UPPKB ini akan dimulai dengan pilot project di 9 (sembilan) jembatan timbang.,Kementerian PUPR akan Terapkan Teknologi Jembatan Bergerak,Rencananya pengoperasian UPPKB ini akan dimulai dengan pilot project di 9 (sembilan) jembatan timbang. Kementerian PUPR akan Terapkan Teknologi Jembatan Bergerak
415,Menurutnya pengawasan beban muatan angkutan barang melalui jembatan timbang merupakan salah satu upaya menjaga jalan.,Ini Cara Menteri PUPR untuk Mencegah Kerusakan Jalan,Menurutnya pengawasan beban muatan angkutan barang melalui jembatan timbang merupakan salah satu upaya menjaga jalan. Ini Cara Menteri PUPR untuk Mencegah Kerusakan Jalan
416,"Pada tahun 2017, alokasi dana Kementerian PUPR di Kaltim sebesar Rp2,23 triliun.",Kementerian PUPR Kebut Bangun Jalan tol Balikpapan - Samarinda,"Pada tahun 2017, alokasi dana Kementerian PUPR di Kaltim sebesar Rp2,23 triliun. Kementerian PUPR Kebut Bangun Jalan tol Balikpapan - Samarinda"
417,"Sesuai dengan amanat Perpres 3 tahun 2016, proyek ini merupakan salah satu proyek strategis nasional.",Kementerian PUPR Mulai Konstruksi SPAM Umbulan,"Sesuai dengan amanat Perpres 3 tahun 2016, proyek ini merupakan salah satu proyek strategis nasional. Kementerian PUPR Mulai Konstruksi SPAM Umbulan"
418,"Basuki Hadimuljono menyatakan dalam kondisi darurat, yang paling penting adalah ketersediaan prasarana dan sarana air bersih.",Kementerian PUPR Siapkan Sarana Air Bersih di Ponorogo,"Basuki Hadimuljono menyatakan dalam kondisi darurat, yang paling penting adalah ketersediaan prasarana dan sarana air bersih. Kementerian PUPR Siapkan Sarana Air Bersih di Ponorogo"
419,Penyerahan BMN tersebut ditandai dengan penandatanganan naskah hibah dan berita acara antara Kementerian PUPR.,Kementerian PUPR Hibahkan Aset BMN Infrastruktur Pemukiman,Penyerahan BMN tersebut ditandai dengan penandatanganan naskah hibah dan berita acara antara Kementerian PUPR. Kementerian PUPR Hibahkan Aset BMN Infrastruktur Pemukiman
420,Kementerian PUPR senantiasa menjaga 47.017 Km jalan raya untuk selalu dalam kondisi mantap.,Kementerian PUPR dan Kemenhub Bekerjasama Pelihara Jalan,Kementerian PUPR senantiasa menjaga 47.017 Km jalan raya untuk selalu dalam kondisi mantap. Kementerian PUPR dan Kemenhub Bekerjasama Pelihara Jalan
421,PUPR mendukung percepatan pemerataan ekonomi dan mengurangi kesenjangan antar wilayah melalui pembangunan infrastruktur. ,Kementerian PUPR Percepat Pembangunan Jembatan Teluk Kendari,PUPR mendukung percepatan pemerataan ekonomi dan mengurangi kesenjangan antar wilayah melalui pembangunan infrastruktur.  Kementerian PUPR Percepat Pembangunan Jembatan Teluk Kendari
422,"Jembatan sepanjang 582 meter tersebut mulai dibangun pada 2013 dengan dana sebesar Rp 135,2 miliar.",Kementerian PUPR Rampungkan Jembatan Basirih di Kalsel,"Jembatan sepanjang 582 meter tersebut mulai dibangun pada 2013 dengan dana sebesar Rp 135,2 miliar. Kementerian PUPR Rampungkan Jembatan Basirih di Kalsel"
423,"Bendungan yang tengah dibangun di Kalsel yakni Bendungan Tapin, di Kabupaten Tapin.",Kementerian PUPR Bangun Bendungan Riam Kiwa di Kalimantan Selatan,"Bendungan yang tengah dibangun di Kalsel yakni Bendungan Tapin, di Kabupaten Tapin. Kementerian PUPR Bangun Bendungan Riam Kiwa di Kalimantan Selatan"
424,"Diantaranya melakukan normalisasi Sungai Bendung sepanjang 5,5 kilometer.",Kementerian PUPR Bangun Pengendali Banjir di Palembang,"Diantaranya melakukan normalisasi Sungai Bendung sepanjang 5,5 kilometer. Kementerian PUPR Bangun Pengendali Banjir di Palembang"
425,Sebelumnya mendapatkan pasokan air bersih dari Intake Sungai Ogan.,Kementerian PUPR Bangun Intake Air Baku di Palembang,Sebelumnya mendapatkan pasokan air bersih dari Intake Sungai Ogan. Kementerian PUPR Bangun Intake Air Baku di Palembang
426,"Sebanyak 6.560 paket pekerjaan kontraktual di Kementerian PUPR tahun 2017, telah ditandatangi.","Tahun 2017, Kementerian PUPR Teken Kontrak Proyek Rp59,26 Triliun","Sebanyak 6.560 paket pekerjaan kontraktual di Kementerian PUPR tahun 2017, telah ditandatangi. Tahun 2017, Kementerian PUPR Teken Kontrak Proyek Rp59,26 Triliun"
427,Sistem e-FLPP merupakan aplikasi online untuk mempermudah proses permohonan dana KPR FLPP.,"Amankan Sistem e-FLPP, Kementerian PUPR Gandeng Lemsaneg","Sistem e-FLPP merupakan aplikasi online untuk mempermudah proses permohonan dana KPR FLPP. Amankan Sistem e-FLPP, Kementerian PUPR Gandeng Lemsaneg"
428,Perhatian Pemerintah tidak berkurang untuk pengendalian lumpur Sidoarjo. ,Penanganan Lumpur Sidoarjo Tetap Jadi Prioritas Kementerian PUPR,Perhatian Pemerintah tidak berkurang untuk pengendalian lumpur Sidoarjo.  Penanganan Lumpur Sidoarjo Tetap Jadi Prioritas Kementerian PUPR
429,Basuki Hadimuljono melaksanakan peletakan batu pertama menandai dimulainya peremajaan Rusun Sukaramai.,Menteri PUPR Groundbreaking Peremajaan Rusun Sukaramai Medan,Basuki Hadimuljono melaksanakan peletakan batu pertama menandai dimulainya peremajaan Rusun Sukaramai. Menteri PUPR Groundbreaking Peremajaan Rusun Sukaramai Medan
430,"Dalam merealisasikan Program Sejuta Rumah, Kementerian PUPR membangun rumah bagi masyarakat MBR.",Kementerian PUPR Bangun 62 Tower Rusun Ponpes Tahun 2015-2017,"Dalam merealisasikan Program Sejuta Rumah, Kementerian PUPR membangun rumah bagi masyarakat MBR. Kementerian PUPR Bangun 62 Tower Rusun Ponpes Tahun 2015-2017"
431,Badan Pengembangan Infrastruktur Wilayah baru-baru ini mengadakan Pra Konsultasi Regional di empat kota.,Kementerian PUPR Rencanakan Keterpaduan Infrastruktur 2018,Badan Pengembangan Infrastruktur Wilayah baru-baru ini mengadakan Pra Konsultasi Regional di empat kota. Kementerian PUPR Rencanakan Keterpaduan Infrastruktur 2018
432, Kementerian PUPR juga telah mengembangkan perpustakaan yang sangat representatif terkait infrastruktur.,Kementerian PUPR Gelar Bedah Buku Karya Najwa Shihab, Kementerian PUPR juga telah mengembangkan perpustakaan yang sangat representatif terkait infrastruktur. Kementerian PUPR Gelar Bedah Buku Karya Najwa Shihab
433,Peluncuran PUPR TV adalah upaya untuk memudahkan investor dan publik mengetahui capaian Kementerian PUPR.,Kementerian PUPR Luncurkan Akun Media Sosial Dan PUPR TV,Peluncuran PUPR TV adalah upaya untuk memudahkan investor dan publik mengetahui capaian Kementerian PUPR. Kementerian PUPR Luncurkan Akun Media Sosial Dan PUPR TV
434,Kategori MBR akan disesuaikan tiap regional atau provinsi agar berbagai fasilitas subsidi perumahan dapat lebih tepat sasaran.,Kementerian PUPR akan Rekategorisasi MBR Rumah Subsidi,Kategori MBR akan disesuaikan tiap regional atau provinsi agar berbagai fasilitas subsidi perumahan dapat lebih tepat sasaran. Kementerian PUPR akan Rekategorisasi MBR Rumah Subsidi
435,Ini bagian dari persiapan pertemuan tahunan IMF-WB yang akan diselenggarakan di Bali pada Oktober 2018,Kementerian PUPR Bangun Underpass Simpang Tugu Ngurah Rai,Ini bagian dari persiapan pertemuan tahunan IMF-WB yang akan diselenggarakan di Bali pada Oktober 2018 Kementerian PUPR Bangun Underpass Simpang Tugu Ngurah Rai
436,Kementerian PUPR dan Kementerian Pertanian harus bersinergi dalam mewujudkan kedaulatan pangan.,"Dukung Kedaulatan Pangan, PUPR akan Bangun Waduk dan Irigasi","Kementerian PUPR dan Kementerian Pertanian harus bersinergi dalam mewujudkan kedaulatan pangan. Dukung Kedaulatan Pangan, PUPR akan Bangun Waduk dan Irigasi"
437,Yusid Toyib mengatakan sosialisasi dilakukan sebagai upaya bersama untuk membangun kejayaan pembinaan konstruksi nasional.,Kementerian PUPR Sosialisasikan UU Jasa Konstruksi di Batam,Yusid Toyib mengatakan sosialisasi dilakukan sebagai upaya bersama untuk membangun kejayaan pembinaan konstruksi nasional. Kementerian PUPR Sosialisasikan UU Jasa Konstruksi di Batam
438,MoC yang ditandatangani tersebut diharapkan mampu menjadi sarana pertukaran informasi dan pengalaman antara kedua negara.,"Bangun Kota Berkelanjutan, Kementerian PUPR Gandeng Prancis","MoC yang ditandatangani tersebut diharapkan mampu menjadi sarana pertukaran informasi dan pengalaman antara kedua negara. Bangun Kota Berkelanjutan, Kementerian PUPR Gandeng Prancis"
439," Targetnya, penurunan desa tertinggal sampai 5000 desa dan peningkatan desa mandiri hingga 2000 desa.","P3-TGAI, Jurus Kementerian PUPR Atasi Desa Tertinggal"," Targetnya, penurunan desa tertinggal sampai 5000 desa dan peningkatan desa mandiri hingga 2000 desa. P3-TGAI, Jurus Kementerian PUPR Atasi Desa Tertinggal"
440,Kementerian PUPR mendukung program infrastruktur kawasan wisata di Indonesia melalui pembangunan infrastruktur air.,Kementerian PUPR Lebarkan Terusan Tano Ponggol,Kementerian PUPR mendukung program infrastruktur kawasan wisata di Indonesia melalui pembangunan infrastruktur air. Kementerian PUPR Lebarkan Terusan Tano Ponggol
441,Kementerian PUPR menyiapkan Rp100 miliar untuk segera menyelesaikan jalan akses menuju kawasan wisata Mandeh.,Kementerian PUPR Tingkatkan Akses Jalan ke Wisata Mandeh,Kementerian PUPR menyiapkan Rp100 miliar untuk segera menyelesaikan jalan akses menuju kawasan wisata Mandeh. Kementerian PUPR Tingkatkan Akses Jalan ke Wisata Mandeh
442,Pemerintah membuka peluang sebesar-besarnya kepada pihak swasta untuk turut serta membangun infrastruktur.,Kementerian PUPR Buka Pintu untuk Swasta di Infrastruktur,Pemerintah membuka peluang sebesar-besarnya kepada pihak swasta untuk turut serta membangun infrastruktur. Kementerian PUPR Buka Pintu untuk Swasta di Infrastruktur
443,Pemerintah mengeluarkan izin untuk penutupan sementara Jalan Tol Bali Mandara secara keseluruhan.,"Rayakan Nyepi, Kementerian PUPR Tutup Tol Bali Mandara","Pemerintah mengeluarkan izin untuk penutupan sementara Jalan Tol Bali Mandara secara keseluruhan. Rayakan Nyepi, Kementerian PUPR Tutup Tol Bali Mandara"
444,Kebijakan ini dalam rangka meningkatkan pelayanan kepada pengguna jalan tol.,Kementerian PUPR akan Integrasikan Pembayaran Jalan Tol,Kebijakan ini dalam rangka meningkatkan pelayanan kepada pengguna jalan tol. Kementerian PUPR akan Integrasikan Pembayaran Jalan Tol
445,Kementerian PUPR melakukab pembangunan infrastruktur di berbagai wilayah Indonesia.,Menteri PUPR Akui Kesenjangan Barat dan Timur Indonesia,Kementerian PUPR melakukab pembangunan infrastruktur di berbagai wilayah Indonesia. Menteri PUPR Akui Kesenjangan Barat dan Timur Indonesia
446,Kementerian PUPR melakukan pendataan program perumahan melalui sistem e-monitoring.,"Monitor Perumahan di Daerah, Kementerian PUPR Pakai e-Monitoring","Kementerian PUPR melakukan pendataan program perumahan melalui sistem e-monitoring. Monitor Perumahan di Daerah, Kementerian PUPR Pakai e-Monitoring"
447, Pembangunan tahap II tujuh Pos Lintas Batas Negara (PLBN) di seluruh Indonesia ditargetkan tuntas 2018.,Kementerian PUPR Lanjutkan Pembangunan Tahap II 7 PLBN, Pembangunan tahap II tujuh Pos Lintas Batas Negara (PLBN) di seluruh Indonesia ditargetkan tuntas 2018. Kementerian PUPR Lanjutkan Pembangunan Tahap II 7 PLBN
448,World Water Day adalah peringatan tahunan akan pentingnya air bagi kehidupan dan pengelolaan air yang berkelanjutan.,Kementerian PUPR Punya Dua Pendekatan Dalam Mengolah Limbah,World Water Day adalah peringatan tahunan akan pentingnya air bagi kehidupan dan pengelolaan air yang berkelanjutan. Kementerian PUPR Punya Dua Pendekatan Dalam Mengolah Limbah
449,Pembangunan tujuh PLBN yang sejalan dengan Nawa Cita Presiden Joko Widodo.,"Tahun Lalu, Kementerian PUPR Bangun 7 PLBN","Pembangunan tujuh PLBN yang sejalan dengan Nawa Cita Presiden Joko Widodo. Tahun Lalu, Kementerian PUPR Bangun 7 PLBN"
450,Selama ini banyak jembatan gantung yang dibangun secara swadaya dengan peralatan seadanya.,Kementerian PUPR Bangun Empat Jembatan Gantung di Temanggung,Selama ini banyak jembatan gantung yang dibangun secara swadaya dengan peralatan seadanya. Kementerian PUPR Bangun Empat Jembatan Gantung di Temanggung
451,"Tahun 2017, Kementerian PUPR memprioritaskan untuk membangun sembilan bendungan baru.",Kementerian PUPR Bangun 498 Embung Baru Dalam Dua Tahun Terakhir,"Tahun 2017, Kementerian PUPR memprioritaskan untuk membangun sembilan bendungan baru. Kementerian PUPR Bangun 498 Embung Baru Dalam Dua Tahun Terakhir"
452, Pembangunan infrastruktur fisik untuk penanganan banjir Kota Solo dilakukan secara bertahap dan berkesinambungan.,Kementerian PUPR Normalisasi Sungai Bengawan Solo dan Kali Pepe, Pembangunan infrastruktur fisik untuk penanganan banjir Kota Solo dilakukan secara bertahap dan berkesinambungan. Kementerian PUPR Normalisasi Sungai Bengawan Solo dan Kali Pepe
453,Peran penilik jalan atau sebelumnya dikenal mandor jalan akan diperkuat oleh pemerintah.,"Cegah Longsor, Kementerian PUPR Perkuat Peran Penilik Jalan","Peran penilik jalan atau sebelumnya dikenal mandor jalan akan diperkuat oleh pemerintah. Cegah Longsor, Kementerian PUPR Perkuat Peran Penilik Jalan"
454,Kementerian PUPR terus mendorong pembangunan pengolahan air limbah dengan sistem terpusat.,Kementerian PUPR Bangun Pengolahan Air Limbah di Kampus UNS,Kementerian PUPR terus mendorong pembangunan pengolahan air limbah dengan sistem terpusat. Kementerian PUPR Bangun Pengolahan Air Limbah di Kampus UNS
455,Basuki Hadimuljono mengatakan sektor pertanian dan produksi pangan masih menjadi pekerjaan rumah.,Kementerian PUPR Rehabilitasi 286 Ribu Hektar Irigasi Rusak,Basuki Hadimuljono mengatakan sektor pertanian dan produksi pangan masih menjadi pekerjaan rumah. Kementerian PUPR Rehabilitasi 286 Ribu Hektar Irigasi Rusak
456,Tujuan proyek ini adalah untuk meningkatkan pasokan air minum di kawasan Pantura Jawa.,Kementerian PUPR Bangun 3 SPAM di Pantura Jawa,Tujuan proyek ini adalah untuk meningkatkan pasokan air minum di kawasan Pantura Jawa. Kementerian PUPR Bangun 3 SPAM di Pantura Jawa
457,Langkah ini bagian meningkatkan jasa konstruksi nasional semakin profesional dan berdaya saing.,Kementerian PUPR akan Atur Upah Minimum Tenaga Kerja Konstruksi,Langkah ini bagian meningkatkan jasa konstruksi nasional semakin profesional dan berdaya saing. Kementerian PUPR akan Atur Upah Minimum Tenaga Kerja Konstruksi
458,"Hingga Selasa malam (7/3/2017), telah terpasang dan sudah digunakan masyarakat sebanyak 20 unit Hidran Umum.",Kementerian PUPR Distribusi Air Bersih di Lokasi Banjir Sumbar,"Hingga Selasa malam (7/3/2017), telah terpasang dan sudah digunakan masyarakat sebanyak 20 unit Hidran Umum. Kementerian PUPR Distribusi Air Bersih di Lokasi Banjir Sumbar"
459,TMMD merupakan program terpadu lintas sektor antara TNI dengan Kementerian PUPR.,Inilah Deretan Program Infrastrukur PUPR yang Libatkan TNI,TMMD merupakan program terpadu lintas sektor antara TNI dengan Kementerian PUPR. Inilah Deretan Program Infrastrukur PUPR yang Libatkan TNI
460,Kementerian PUPR sejak 2015 menggandeng TNI dalam melaksanakan program TNI Manunggal Membangun Desa.,"Lebih Dekat Dengan Rakyat, Jadi Alasan PUPR Ajak TNI Bangun Desa","Kementerian PUPR sejak 2015 menggandeng TNI dalam melaksanakan program TNI Manunggal Membangun Desa. Lebih Dekat Dengan Rakyat, Jadi Alasan PUPR Ajak TNI Bangun Desa"
461,Kementerian PUPR jadi ruan rumah Rapat Kordinasi Teknis TNI Manunggal Membangun Desa ke-98 Tahun Anggaran 2017.,"Rapat dengan TNI, PUPR Bahas Pembangunan di Pedesaan","Kementerian PUPR jadi ruan rumah Rapat Kordinasi Teknis TNI Manunggal Membangun Desa ke-98 Tahun Anggaran 2017. Rapat dengan TNI, PUPR Bahas Pembangunan di Pedesaan"
462,Kementerian PUPR berkomitmen mempercepat pemerataan pembangunan diseluruh Indonesia.,Papua dan Papua Barat Jadi Fokus Pembangunan Infrastruktur PUPR,Kementerian PUPR berkomitmen mempercepat pemerataan pembangunan diseluruh Indonesia. Papua dan Papua Barat Jadi Fokus Pembangunan Infrastruktur PUPR
463,"Nilai pekerjaan yang sudah terkontrak mencapai Rp50,62 triliun atau 65 persen dari anggaran pekerjaan kontraktual. ",Kontrak 4.141 Paket Pekerjaan di Kementerian PUPR Telah Diteken,"Nilai pekerjaan yang sudah terkontrak mencapai Rp50,62 triliun atau 65 persen dari anggaran pekerjaan kontraktual.  Kontrak 4.141 Paket Pekerjaan di Kementerian PUPR Telah Diteken"
464,Menteri PUPR Basuki Hadimuljono sangat terkesan dengan metodologi pembangunan MRT di Jakarta.,Pembangunan MRT Jadi Inspirasi Bagi Kementerian PUPR,Menteri PUPR Basuki Hadimuljono sangat terkesan dengan metodologi pembangunan MRT di Jakarta. Pembangunan MRT Jadi Inspirasi Bagi Kementerian PUPR
465,Diperlukan kerjasama dan kerja keras kita dalam rangka percepatan pembangunan infrastruktur PUPR tahun 2017.,Infrastruktur PUPR Jadi Tumpuan Pertumbuhan Ekonomi,Diperlukan kerjasama dan kerja keras kita dalam rangka percepatan pembangunan infrastruktur PUPR tahun 2017. Infrastruktur PUPR Jadi Tumpuan Pertumbuhan Ekonomi
466,"Ahli waris terus melakukan penagihan utang sisa pembayaran ganti rugi senilai Rp9,24 miliar lebih kepada pemerintah.",Kementerian PUPR Ditagih Utang Ahli Waris Lahan Tol Makassar,"Ahli waris terus melakukan penagihan utang sisa pembayaran ganti rugi senilai Rp9,24 miliar lebih kepada pemerintah. Kementerian PUPR Ditagih Utang Ahli Waris Lahan Tol Makassar"
467,Pembangunan drainase pada setiap ruas jalan nasional sangat mendesak dilakukan mengingat sifat aspal yang mudah rusak.,Perbaikan Drainase Jalan Menjadi Fokus Perhatian Kementerian PUPR,Pembangunan drainase pada setiap ruas jalan nasional sangat mendesak dilakukan mengingat sifat aspal yang mudah rusak. Perbaikan Drainase Jalan Menjadi Fokus Perhatian Kementerian PUPR
